period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2035-01,65.0,0,65.0,2.925,8.333,6.667,8.333,6.667,0.0,53.742,BASE,"{""A"": 11.67, ""B"": 4.23}",{}
2035-02,53.742,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,45.408,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-03,45.408,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,37.075,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-04,37.075,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,28.742,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-05,28.742,4.227,4.227,0.19,8.333,6.667,8.333,6.667,0.0,24.445,BASE,"{""A"": 11.67, ""B"": 8.52}","{""B"": 4.23}"
2035-06,24.445,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,24.07,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-07,24.07,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.695,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-08,23.695,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.32,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-09,23.32,8.524,8.524,0.384,8.333,6.667,8.333,6.667,0.0,23.127,BASE,"{""A"": 11.67, ""B"": 6.7}","{""B"": 8.52}"
2035-10,23.127,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.11,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2035-11,23.11,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.093,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2035-12,23.093,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.076,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2036-01,23.076,18.365,18.365,0.826,11.667,8.75,11.667,8.75,0.0,28.948,BASE,"{""A"": 15.83, ""B"": 0.83}","{""A"": 11.67, ""B"": 6.7}"
2036-02,28.948,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.797,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-03,28.797,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.646,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-04,28.646,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.495,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-05,28.495,12.493,12.493,0.562,11.667,8.75,11.667,8.75,0.0,28.76,BASE,"{""A"": 15.83, ""B"": 0.56}","{""A"": 11.67, ""B"": 0.83}"
2036-06,28.76,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.753,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-07,28.753,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.746,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-08,28.746,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.739,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-09,28.739,12.229,12.229,0.55,11.667,8.75,11.667,8.75,0.0,28.751,BASE,"{""A"": 15.83, ""B"": 8.14}","{""A"": 11.67, ""B"": 0.56}"
2036-10,28.751,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.751,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.55}"
2036-11,28.751,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.75,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.55}"
2036-12,28.75,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.75,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.55}"
2037-01,28.75,23.968,23.968,1.079,15.833,11.25,15.833,11.25,0.0,35.807,BASE,"{""A"": 15.83, ""B"": 1.08}","{""A"": 15.83, ""B"": 8.14}"
2037-02,35.807,16.383,16.383,0.737,15.833,11.25,15.833,11.25,0.0,35.619,BASE,"{""A"": 15.83, ""B"": 0.74}","{""A"": 15.83, ""B"": 0.55}"
2037-03,35.619,16.383,16.383,0.737,15.833,11.25,15.833,11.25,0.0,35.432,BASE,"{""A"": 15.83, ""B"": 0.74}","{""A"": 15.83, ""B"": 0.55}"
2037-04,35.432,16.383,16.383,0.737,15.833,11.25,15.833,11.25,0.0,35.244,BASE,"{""A"": 15.83, ""B"": 0.74}","{""A"": 15.83, ""B"": 0.55}"
2037-05,35.244,16.912,16.912,0.761,15.833,11.25,15.833,11.25,0.0,35.562,BASE,"{""A"": 15.83, ""B"": 0.76}","{""A"": 15.83, ""B"": 1.08}"
2037-06,35.562,16.571,16.571,0.746,15.833,11.25,15.833,11.25,0.0,35.553,BASE,"{""A"": 15.83, ""B"": 0.75}","{""A"": 15.83, ""B"": 0.74}"
2037-07,35.553,16.571,16.571,0.746,15.833,11.25,15.833,11.25,0.0,35.545,BASE,"{""A"": 15.83, ""B"": 0.75}","{""A"": 15.83, ""B"": 0.74}"
2037-08,35.545,16.571,16.571,0.746,15.833,11.25,15.833,11.25,0.0,35.536,BASE,"{""A"": 15.83, ""B"": 0.75}","{""A"": 15.83, ""B"": 0.74}"
2037-09,35.536,16.594,16.594,0.747,15.833,11.25,15.833,11.25,0.0,35.551,BASE,"{""A"": 15.83, ""B"": 4.6}","{""A"": 15.83, ""B"": 0.76}"
2037-10,35.551,16.579,16.579,0.746,15.833,11.25,15.833,11.25,0.0,35.55,BASE,"{""A"": 15.83, ""B"": 5.75}","{""A"": 15.83, ""B"": 0.75}"
2037-11,35.55,16.579,16.579,0.746,15.833,11.25,15.833,11.25,0.0,35.55,BASE,"{""D"": 10.0, ""A"": 15.83}","{""A"": 15.83, ""B"": 0.75}"
2037-12,35.55,16.579,16.579,0.746,15.833,11.25,15.833,11.25,0.0,35.55,BASE,"{""D"": 1.49, ""A"": 15.83}","{""A"": 15.83, ""B"": 0.75}"
2038-01,35.55,30.435,30.435,1.37,20.833,14.167,20.833,14.167,0.0,43.782,BASE,"{""D"": 6.37, ""A"": 15.83}","{""A"": 15.83, ""B"": 4.6, ""D"": 10.0}"
2038-02,43.782,23.071,23.071,1.038,20.833,14.167,20.833,14.167,0.0,44.982,BASE,"{""D"": 6.04, ""A"": 15.83}","{""A"": 15.83, ""B"": 5.75, ""D"": 1.49}"
2038-03,44.982,22.203,22.203,0.999,20.833,14.167,20.833,14.167,0.0,45.352,BASE,"{""D"": 6.0, ""A"": 15.83}","{""A"": 15.83, ""D"": 6.37}"
2038-04,45.352,21.872,21.872,0.984,20.833,14.167,20.833,14.167,0.0,45.406,BASE,"{""D"": 5.98, ""A"": 15.83}","{""A"": 15.83, ""D"": 6.04}"
2038-05,45.406,21.832,21.832,0.982,20.833,14.167,20.833,14.167,0.0,45.423,BASE,"{""D"": 5.98, ""A"": 15.83}","{""A"": 15.83, ""D"": 6.0}"
2038-06,45.423,21.818,21.818,0.982,20.833,14.167,20.833,14.167,0.0,45.425,BASE,"{""D"": 5.98, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.98}"
2038-07,45.425,21.816,21.816,0.982,20.833,14.167,20.833,14.167,0.0,45.426,BASE,"{""D"": 5.98, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.98}"
2038-08,45.426,21.815,21.815,0.982,20.833,14.167,20.833,14.167,0.0,45.426,BASE,"{""D"": 5.98, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.98}"
2038-09,45.426,21.815,21.815,0.982,20.833,14.167,20.833,14.167,0.0,45.426,BASE,"{""D"": 5.98, ""A"": 15.83, ""B"": 9.17}","{""A"": 15.83, ""D"": 5.98}"
2038-10,45.426,21.815,21.815,0.982,20.833,14.167,20.833,14.167,0.0,45.426,BASE,"{""D"": 5.98, ""A"": 15.83, ""B"": 9.17}","{""A"": 15.83, ""D"": 5.98}"
