period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2035-01,65.0,0,65.0,2.925,8.333,6.667,8.333,6.667,0.0,53.742,BASE,"{""A"": 11.67, ""B"": 4.23}",{}
2035-02,53.742,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,45.408,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-03,45.408,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,37.075,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-04,37.075,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,28.742,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-05,28.742,4.227,4.227,0.19,8.333,6.667,8.333,6.667,0.0,24.445,BASE,"{""A"": 11.67, ""B"": 8.52}","{""B"": 4.23}"
2035-06,24.445,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,24.07,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-07,24.07,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.695,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-08,23.695,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.32,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-09,23.32,8.524,8.524,0.384,8.333,6.667,8.333,6.667,0.0,23.127,BASE,"{""A"": 11.67, ""B"": 6.7}","{""B"": 8.52}"
2035-10,23.127,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.11,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2035-11,23.11,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.093,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2035-12,23.093,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.076,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2036-01,23.076,18.365,18.365,0.826,11.667,8.75,11.667,8.75,0.0,28.948,BASE,"{""A"": 15.83, ""B"": 0.83}","{""A"": 11.67, ""B"": 6.7}"
2036-02,28.948,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.797,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-03,28.797,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.646,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-04,28.646,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.495,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-05,28.495,12.493,12.493,0.562,11.667,8.75,11.667,8.75,0.0,28.76,BASE,"{""A"": 15.83, ""B"": 0.56}","{""A"": 11.67, ""B"": 0.83}"
2036-06,28.76,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.753,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-07,28.753,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.746,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-08,28.746,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.739,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-09,28.739,12.229,12.229,0.55,11.667,8.75,11.667,8.75,0.0,28.751,BASE,"{""A"": 15.83, ""B"": 9.17}","{""A"": 11.67, ""B"": 0.56}"
2036-10,28.751,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.751,BASE,"{""A"": 15.83, ""B"": 4.14}","{""A"": 11.67, ""B"": 0.55}"
2036-11,28.751,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.75,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.55}"
2036-12,28.75,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.75,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.55}"
2037-01,28.75,25.0,25.0,1.125,15.833,11.25,15.833,11.25,0.0,36.792,BASE,"{""A"": 15.83, ""B"": 1.13}","{""A"": 15.83, ""B"": 9.17}"
2037-02,36.792,19.975,19.975,0.899,15.833,11.25,15.833,11.25,0.0,40.034,BASE,"{""A"": 15.83, ""B"": 0.9}","{""A"": 15.83, ""B"": 4.14}"
2037-03,40.034,16.383,16.383,0.737,15.833,11.25,15.833,11.25,0.0,39.847,BASE,"{""A"": 15.83, ""B"": 0.74}","{""A"": 15.83, ""B"": 0.55}"
2037-04,39.847,16.383,16.383,0.737,15.833,11.25,15.833,11.25,0.0,39.659,BASE,"{""A"": 15.83, ""B"": 0.74}","{""A"": 15.83, ""B"": 0.55}"
2037-05,39.659,16.958,16.958,0.763,15.833,11.25,15.833,11.25,0.0,40.021,BASE,"{""A"": 15.83, ""B"": 0.76}","{""A"": 15.83, ""B"": 1.13}"
2037-06,40.021,16.732,16.732,0.753,15.833,11.25,15.833,11.25,0.0,40.167,BASE,"{""A"": 15.83, ""B"": 0.75}","{""A"": 15.83, ""B"": 0.9}"
2037-07,40.167,16.571,16.571,0.746,15.833,11.25,15.833,11.25,0.0,40.159,BASE,"{""A"": 15.83, ""B"": 0.75}","{""A"": 15.83, ""B"": 0.74}"
2037-08,40.159,16.571,16.571,0.746,15.833,11.25,15.833,11.25,0.0,40.15,BASE,"{""A"": 15.83, ""B"": 0.75}","{""A"": 15.83, ""B"": 0.74}"
2037-09,40.15,16.596,16.596,0.747,15.833,11.25,15.833,11.25,0.0,40.167,BASE,"{""A"": 15.83, ""B"": 9.17}","{""A"": 15.83, ""B"": 0.76}"
2037-10,40.167,16.586,16.586,0.746,15.833,11.25,15.833,11.25,0.0,40.173,BASE,"{""A"": 15.83, ""B"": 9.17}","{""A"": 15.83, ""B"": 0.75}"
2037-11,40.173,16.579,16.579,0.746,15.833,11.25,15.833,11.25,0.0,40.173,BASE,"{""D"": 10.0, ""A"": 15.83, ""B"": 3.07}","{""A"": 15.83, ""B"": 0.75}"
2037-12,40.173,16.579,16.579,0.746,15.833,11.25,15.833,11.25,0.0,40.172,BASE,"{""D"": 1.19, ""A"": 15.83, ""B"": 7.68}","{""A"": 15.83, ""B"": 0.75}"
2038-01,40.172,30.5,30.5,1.373,23.958,16.292,23.958,16.292,0.0,45.342,BASE,"{""D"": 10.0, ""A"": 15.83, ""B"": 4.0}","{""A"": 15.83, ""B"": 9.17, ""D"": 5.5}"
2038-02,45.342,25.656,25.656,1.155,23.958,16.292,23.958,16.292,0.0,45.884,BASE,"{""D"": 3.06, ""A"": 15.83, ""B"": 6.75}","{""A"": 15.83, ""B"": 9.17, ""D"": 0.66}"
2038-03,45.884,24.405,24.405,1.098,23.958,16.292,23.958,16.292,0.0,45.232,BASE,"{""D"": 9.73, ""A"": 15.83, ""B"": 4.0}","{""A"": 15.83, ""B"": 3.07, ""D"": 5.5}"
2038-04,45.232,25.197,25.197,1.134,23.958,16.292,23.958,16.292,0.0,45.337,BASE,"{""D"": 3.88, ""A"": 15.83, ""B"": 6.75}","{""A"": 15.83, ""B"": 7.68, ""D"": 1.68}"
2038-05,45.337,25.18,25.18,1.133,23.958,16.292,23.958,16.292,0.0,45.426,BASE,"{""D"": 9.64, ""A"": 15.83, ""B"": 4.0}","{""A"": 15.83, ""B"": 4.0, ""D"": 5.35}"
2038-06,45.426,24.723,24.723,1.113,23.958,16.292,23.958,16.292,0.0,45.078,BASE,"{""D"": 4.23, ""A"": 15.83, ""B"": 6.75}","{""A"": 15.83, ""B"": 6.75, ""D"": 2.14}"
2038-07,45.078,25.131,25.131,1.131,23.958,16.292,23.958,16.292,0.0,45.12,BASE,"{""D"": 9.6, ""A"": 15.83, ""B"": 4.0}","{""A"": 15.83, ""B"": 4.0, ""D"": 5.3}"
2038-08,45.12,24.914,24.914,1.121,23.958,16.292,23.958,16.292,0.0,44.954,BASE,"{""D"": 4.4, ""A"": 15.83, ""B"": 6.75}","{""A"": 15.83, ""B"": 6.75, ""D"": 2.33}"
