period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2035-01,65.0,0,65.0,2.925,8.333,6.667,8.333,6.667,0.0,53.742,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 5.23}",{}
2035-02,53.742,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,45.408,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.33}",{}
2035-03,45.408,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,37.075,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.33}",{}
2035-04,37.075,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,28.742,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.33}",{}
2035-05,28.742,5.227,5.227,0.235,8.333,6.667,8.333,6.667,0.0,25.4,BASE,"{""E"": 0.24, ""C"": 10.83, ""A"": 11.67, ""B"": 8.33}","{""B"": 5.23}"
2035-06,25.4,8.569,8.569,0.386,8.333,6.667,8.333,6.667,0.0,25.25,BASE,"{""E"": 0.39, ""C"": 10.83, ""A"": 11.67, ""B"": 8.33}","{""B"": 8.33, ""E"": 0.24}"
2035-07,25.25,8.719,8.719,0.392,8.333,6.667,8.333,6.667,0.0,25.243,BASE,"{""E"": 0.39, ""C"": 10.83, ""A"": 11.67, ""B"": 8.33}","{""B"": 8.33, ""E"": 0.39}"
2035-08,25.243,8.726,8.726,0.393,8.333,6.667,8.333,6.667,0.0,25.243,BASE,"{""E"": 0.39, ""C"": 10.83, ""A"": 11.67, ""B"": 8.33}","{""B"": 8.33, ""E"": 0.39}"
2035-09,25.243,8.726,8.726,0.393,8.333,6.667,8.333,6.667,0.0,25.243,BASE,"{""E"": 0.39, ""C"": 10.83, ""A"": 11.67, ""B"": 6.31}","{""B"": 8.33, ""E"": 0.39}"
2035-10,25.243,8.726,8.726,0.393,8.333,6.667,8.333,6.667,0.0,25.243,BASE,"{""E"": 0.39, ""C"": 10.83, ""A"": 11.67}","{""B"": 8.33, ""E"": 0.39}"
2035-11,25.243,8.726,8.726,0.393,8.333,6.667,8.333,6.667,0.0,25.243,BASE,"{""E"": 0.39, ""C"": 10.83, ""A"": 11.67}","{""B"": 8.33, ""E"": 0.39}"
