period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2035-01,65.0,0,65.0,2.925,8.333,6.667,8.333,6.667,0.0,53.742,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 4.23}",{}
2035-02,53.742,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,45.408,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.33}",{}
2035-03,45.408,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,37.075,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.33}",{}
2035-04,37.075,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,28.742,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.33}",{}
2035-05,28.742,4.227,4.227,0.19,8.333,6.667,8.333,6.667,0.0,24.445,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.52}","{""B"": 4.23}"
2035-06,24.445,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,24.07,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-07,24.07,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.695,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-08,23.695,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.32,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-09,23.32,8.524,8.524,0.384,8.333,6.667,8.333,6.667,0.0,23.127,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 6.7}","{""B"": 8.52}"
2035-10,23.127,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.11,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2035-11,23.11,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.093,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2035-12,23.093,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.076,BASE,"{""C"": 10.83, ""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2036-01,23.076,18.365,18.365,0.826,11.667,8.75,11.667,8.75,0.0,28.948,BASE,"{""C"": 10.83, ""A"": 15.83, ""B"": 0.83}","{""A"": 11.67, ""B"": 6.7}"
2036-02,28.948,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.797,BASE,"{""C"": 10.83, ""A"": 6.92, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-03,28.797,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.646,BASE,"{""C"": 10.83, ""A"": 5.0, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-04,28.646,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.495,BASE,"{""C"": 10.83, ""A"": 5.0, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-05,28.495,12.493,12.493,0.562,11.667,8.75,11.667,8.75,0.0,28.76,BASE,"{""C"": 10.83, ""A"": 5.02, ""B"": 0.56}","{""A"": 11.67, ""B"": 0.83}"
2036-06,28.76,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.753,BASE,"{""C"": 10.83, ""A"": 4.99, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-07,28.753,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.746,BASE,"{""C"": 10.83, ""A"": 5.0, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-08,28.746,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.739,BASE,"{""C"": 10.83, ""A"": 5.0, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-09,28.739,12.229,12.229,0.55,11.667,8.75,11.667,8.75,0.0,28.751,BASE,"{""C"": 10.83, ""A"": 5.0, ""B"": 1.93}","{""A"": 11.67, ""B"": 0.56}"
2036-10,28.751,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.751,BASE,"{""C"": 10.83, ""A"": 3.62}","{""A"": 11.67, ""B"": 0.55}"
2036-11,28.751,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.75,BASE,"{""C"": 10.83, ""A"": 5.55}","{""A"": 11.67, ""B"": 0.55}"
2036-12,28.75,12.216,12.216,0.55,11.667,8.75,11.667,8.75,0.0,28.75,BASE,"{""C"": 10.83, ""A"": 5.55}","{""A"": 11.67, ""B"": 0.55}"
2037-01,28.75,28.592,28.592,1.287,15.833,11.25,15.833,11.25,0.0,40.222,BASE,"{""C"": 10.83, ""A"": 15.83, ""B"": 1.0}","{""C"": 10.83, ""A"": 15.83, ""B"": 1.93}"
2037-02,40.222,17.751,17.751,0.799,15.833,11.25,15.833,11.25,0.0,41.34,BASE,"{""C"": 10.83, ""A"": 15.83, ""B"": 0.81}","{""C"": 10.83, ""A"": 6.92}"
2037-03,41.34,15.833,15.833,0.713,15.833,11.25,15.833,11.25,0.0,40.628,BASE,"{""C"": 10.83, ""A"": 15.83, ""B"": 0.71}","{""C"": 10.83, ""A"": 5.0}"
2037-04,40.628,15.833,15.833,0.713,15.833,11.25,15.833,11.25,0.0,39.915,BASE,"{""C"": 10.83, ""A"": 15.83, ""B"": 0.71}","{""C"": 10.83, ""A"": 5.0}"
2037-05,39.915,16.852,16.852,0.758,15.833,11.25,15.833,11.25,0.0,40.176,BASE,"{""C"": 10.83, ""A"": 13.62, ""B"": 0.76}","{""C"": 10.83, ""A"": 5.02, ""B"": 1.0}"
2037-06,40.176,16.632,16.632,0.748,15.833,11.25,15.833,11.25,0.0,40.226,BASE,"{""C"": 10.83, ""A"": 13.12, ""B"": 2.12}","{""C"": 10.83, ""A"": 4.99, ""B"": 0.81}"
2037-07,40.226,16.546,16.546,0.745,15.833,11.25,15.833,11.25,0.0,40.194,BASE,"{""C"": 10.83, ""A"": 11.75, ""B"": 0.19}","{""C"": 10.83, ""A"": 5.0, ""B"": 0.71}"
2037-08,40.194,16.546,16.546,0.745,15.833,11.25,15.833,11.25,0.0,40.162,BASE,"{""C"": 10.83, ""A"": 13.67, ""B"": 0.19}","{""C"": 10.83, ""A"": 5.0, ""B"": 0.71}"
2037-09,40.162,16.592,16.592,0.747,15.833,11.25,15.833,11.25,0.0,40.174,BASE,"{""C"": 10.83, ""A"": 13.68, ""B"": 8.33}","{""C"": 10.83, ""A"": 5.0, ""B"": 0.76}"
2037-10,40.174,16.582,16.582,0.746,15.833,11.25,15.833,11.25,0.0,40.176,BASE,"{""C"": 10.83, ""A"": 5.54}","{""C"": 10.83, ""A"": 3.62, ""B"": 2.12}"
2037-11,40.176,16.578,16.578,0.746,15.833,11.25,15.833,11.25,0.0,40.174,BASE,"{""C"": 10.83, ""A"": 13.87}","{""C"": 10.83, ""A"": 5.55, ""B"": 0.19}"
2037-12,40.174,16.578,16.578,0.746,15.833,11.25,15.833,11.25,0.0,40.173,BASE,"{""C"": 10.83, ""A"": 13.87}","{""C"": 10.83, ""A"": 5.55, ""B"": 0.19}"
2038-01,40.173,34.995,34.995,1.575,23.958,16.292,23.958,16.292,0.0,49.635,BASE,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83, ""B"": 8.33}"
2038-02,49.635,26.667,26.667,1.2,23.958,16.292,23.958,16.292,0.0,51.143,BASE,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83}"
2038-03,51.143,26.667,26.667,1.2,23.958,16.292,23.958,16.292,0.0,52.652,BASE,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83}"
2038-04,52.652,26.667,26.667,1.2,23.958,16.292,23.958,16.292,0.0,54.16,BASE,"{""C"": 10.83, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.83}"
