period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2035-01,65.0,0,65.0,2.925,8.333,6.667,8.333,6.667,0.0,53.742,BASE,"{""A"": 11.67, ""B"": 4.23}",{}
2035-02,53.742,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,45.408,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-03,45.408,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,37.075,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-04,37.075,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,28.742,BASE,"{""A"": 11.67, ""B"": 8.33}",{}
2035-05,28.742,4.227,4.227,0.19,8.333,6.667,8.333,6.667,0.0,24.445,BASE,"{""A"": 11.67, ""B"": 8.52}","{""B"": 4.23}"
2035-06,24.445,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,24.07,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-07,24.07,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.695,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-08,23.695,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.32,BASE,"{""A"": 11.67, ""B"": 8.71}","{""B"": 8.33}"
2035-09,23.32,8.524,8.524,0.384,8.333,6.667,8.333,6.667,0.0,23.127,BASE,"{""A"": 11.67, ""B"": 6.7}","{""B"": 8.52}"
2035-10,23.127,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.11,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2035-11,23.11,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.093,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2035-12,23.093,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.076,BASE,"{""A"": 11.67, ""B"": 0.39}","{""B"": 8.71}"
2036-01,23.076,18.365,18.365,0.826,11.667,8.75,11.667,8.75,0.0,28.948,BASE,"{""A"": 15.83, ""B"": 0.83}","{""A"": 11.67, ""B"": 6.7}"
2036-02,28.948,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.797,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-03,28.797,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.646,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-04,28.646,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.495,BASE,"{""A"": 15.83, ""B"": 0.54}","{""A"": 11.67, ""B"": 0.39}"
2036-05,28.495,12.493,12.493,0.562,11.667,8.75,11.667,8.75,0.0,28.76,BASE,"{""A"": 15.83, ""B"": 0.56}","{""A"": 11.67, ""B"": 0.83}"
2036-06,28.76,12.209,12.209,0.549,11.667,8.75,11.667,8.75,0.0,28.753,BASE,"{""A"": 15.83, ""B"": 0.55}","{""A"": 11.67, ""B"": 0.54}"
2036-07,28.753,12.209,12.209,0.147,11.667,8.75,11.667,8.75,0.0,29.149,ZBO,"{""A"": 15.83}","{""A"": 11.67, ""B"": 0.54}"
2036-08,29.149,12.209,12.209,0.147,11.667,8.75,11.667,8.75,0.0,29.545,ZBO,"{""A"": 15.83}","{""A"": 11.67, ""B"": 0.54}"
2036-09,29.545,12.229,12.229,0.147,11.667,8.75,11.667,8.75,0.0,29.96,ZBO,"{""A"": 15.83, ""B"": 7.5}","{""A"": 11.67, ""B"": 0.56}"
2036-10,29.96,12.216,12.216,0.147,11.667,8.75,11.667,8.75,0.0,30.363,ZBO,"{""A"": 15.83, ""B"": 0.15}","{""A"": 11.67, ""B"": 0.55}"
2036-11,30.363,11.667,11.667,0.14,11.667,8.75,11.667,8.75,0.0,30.223,ZBO,"{""A"": 15.83, ""B"": 0.14}","{""A"": 11.67}"
2036-12,30.223,11.667,11.667,0.14,11.667,8.75,11.667,8.75,0.0,30.083,ZBO,"{""A"": 15.83, ""B"": 0.14}","{""A"": 11.67}"
2037-01,30.083,23.335,23.335,0.28,15.833,11.25,15.833,11.25,0.0,37.305,ZBO,"{""A"": 15.83, ""B"": 0.28}","{""A"": 15.83, ""B"": 7.5}"
2037-02,37.305,15.98,15.98,0.192,15.833,11.25,15.833,11.25,0.0,37.26,ZBO,"{""A"": 15.83, ""B"": 0.19}","{""A"": 15.83, ""B"": 0.15}"
2037-03,37.26,15.973,15.973,0.192,15.833,11.25,15.833,11.25,0.0,37.208,ZBO,"{""A"": 15.83, ""B"": 0.19}","{""A"": 15.83, ""B"": 0.14}"
2037-04,37.208,15.973,15.973,0.192,15.833,11.25,15.833,11.25,0.0,37.157,ZBO,"{""A"": 15.83, ""B"": 0.19}","{""A"": 15.83, ""B"": 0.14}"
2037-05,37.157,16.113,16.113,0.193,15.833,11.25,15.833,11.25,0.0,37.243,ZBO,"{""A"": 15.83, ""B"": 0.19}","{""A"": 15.83, ""B"": 0.28}"
2037-06,37.243,16.025,16.025,0.192,15.833,11.25,15.833,11.25,0.0,37.243,ZBO,"{""A"": 15.83, ""B"": 0.19}","{""A"": 15.83, ""B"": 0.19}"
2037-07,37.243,16.025,16.025,0.192,15.833,11.25,15.833,11.25,0.0,37.242,ZBO,"{""A"": 15.83, ""B"": 0.19}","{""A"": 15.83, ""B"": 0.19}"
2037-08,37.242,16.025,16.025,0.192,15.833,11.25,15.833,11.25,0.0,37.242,ZBO,"{""A"": 15.83, ""B"": 0.19}","{""A"": 15.83, ""B"": 0.19}"
2037-09,37.242,16.027,16.027,0.192,15.833,11.25,15.833,11.25,0.0,37.243,ZBO,"{""A"": 15.83, ""B"": 3.88}","{""A"": 15.83, ""B"": 0.19}"
2037-10,37.243,16.026,16.026,0.192,15.833,11.25,15.833,11.25,0.0,37.243,ZBO,"{""A"": 15.83, ""B"": 5.19}","{""A"": 15.83, ""B"": 0.19}"
2037-11,37.243,16.026,16.026,0.192,15.833,11.25,15.833,11.25,0.0,37.243,ZBO,"{""D"": 10.0, ""A"": 15.83}","{""A"": 15.83, ""B"": 0.19}"
2037-12,37.243,16.026,16.026,0.192,15.833,11.25,15.833,11.25,0.0,37.243,ZBO,"{""D"": 0.38, ""A"": 15.83}","{""A"": 15.83, ""B"": 0.19}"
2038-01,37.243,29.716,29.716,0.357,20.833,14.167,20.833,14.167,0.0,45.769,ZBO,"{""D"": 5.36, ""A"": 15.83}","{""A"": 15.83, ""B"": 3.88, ""D"": 10.0}"
2038-02,45.769,21.41,21.41,0.257,20.833,14.167,20.833,14.167,0.0,46.089,ZBO,"{""D"": 5.26, ""A"": 15.83}","{""A"": 15.83, ""B"": 5.19, ""D"": 0.38}"
2038-03,46.089,21.19,21.19,0.254,20.833,14.167,20.833,14.167,0.0,46.191,ZBO,"{""D"": 5.25, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.36}"
2038-04,46.191,21.09,21.09,0.253,20.833,14.167,20.833,14.167,0.0,46.195,ZBO,"{""D"": 5.25, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.26}"
2038-05,46.195,21.088,21.088,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 5.25, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.25}"
2038-06,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 5.25, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.25}"
2038-07,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 5.25, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.25}"
2038-08,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 5.25, ""A"": 15.83}","{""A"": 15.83, ""D"": 5.25}"
2038-09,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 5.25, ""A"": 15.83, ""B"": 9.17}","{""A"": 15.83, ""D"": 5.25}"
2038-10,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 5.25, ""A"": 15.83, ""B"": 9.17}","{""A"": 15.83, ""D"": 5.25}"
